ds,y
2021/2/19,175
2021/2/20,173
2021/2/21,170
2021/2/22,163
2021/2/23,158
2021/2/24,142
2021/2/25,133
2021/2/26,126
2021/2/27,127
2021/2/28,126
2021/3/1,124
2021/3/2,123
2021/3/3,120
2021/3/4,119
2021/3/5,119
2021/3/6,118
2021/3/7,120
2021/3/8,121
2021/3/9,118
2021/3/10,121
2021/3/11,124
2021/3/12,125
2021/3/13,127
2021/3/14,124
2021/3/15,126
2021/3/16,122
2021/3/17,120
2021/3/18,118
2021/3/19,119
2021/3/20,115
2021/3/21,117
2021/3/22,117
2021/3/23,119
2021/3/24,122
2021/3/25,122
2021/3/26,119
2021/3/27,120
2021/3/28,122
2021/3/29,122
2021/3/30,129
2021/3/31,132
2021/4/1,142
2021/4/2,149
2021/4/3,153
2021/4/4,154
2021/4/5,161
2021/4/6,161
2021/4/7,167
2021/4/8,173
2021/4/9,180
2021/4/10,187
2021/4/11,196
2021/4/12,197
2021/4/13,199
2021/4/14,206
2021/4/15,202
2021/4/16,202
2021/4/17,204
2021/4/18,203
2021/4/19,199
2021/4/20,198
2021/4/21,194
2021/4/22,196
2021/4/23,194
2021/4/24,199
2021/4/25,195
2021/4/26,197
2021/4/27,193
2021/4/28,198
2021/4/29,198
2021/4/30,201
2021/5/1,193
2021/5/2,194
2021/5/3,190
2021/5/4,200
2021/5/5,197
2021/5/6,195
2021/5/7,188
2021/5/8,195
2021/5/9,197
2021/5/10,199
2021/5/11,196
2021/5/12,193
2021/5/13,196
2021/5/14,203
2021/5/15,205
2021/5/16,207
2021/5/17,215
2021/5/18,216
2021/5/19,220
2021/5/20,222
2021/5/21,214
2021/5/22,207
2021/5/23,203
2021/5/24,195
2021/5/25,190
2021/5/26,192
2021/5/27,188
2021/5/28,194
2021/5/29,192
2021/5/30,189
2021/5/31,188
2021/6/1,189
2021/6/2,189
2021/6/3,188
2021/6/4,187
2021/6/5,199
2021/6/6,202
2021/6/7,206
2021/6/8,205
2021/6/9,194
2021/6/10,194
2021/6/11,193
2021/6/12,183
2021/6/13,183
2021/6/14,178
2021/6/15,177
2021/6/16,179
2021/6/17,178
2021/6/18,177
2021/6/19,175
2021/6/20,174
2021/6/21,176
2021/6/22,176
2021/6/23,181
2021/6/24,188
2021/6/25,198
2021/6/26,207
2021/6/27,218
2021/6/28,225
2021/6/29,236
2021/6/30,256
2021/7/1,267
2021/7/2,278
2021/7/3,292
2021/7/4,299
2021/7/5,316
2021/7/6,333
2021/7/7,362
2021/7/8,393
2021/7/9,416
2021/7/10,437
2021/7/11,469
2021/7/12,482
2021/7/13,496
2021/7/14,504
2021/7/15,500
2021/7/16,509
2021/7/17,516
2021/7/18,518
2021/7/19,520
2021/7/20,517
2021/7/21,512
2021/7/22,509
2021/7/23,502
2021/7/24,489
2021/7/25,484
2021/7/26,473
2021/7/27,467
2021/7/28,462
2021/7/29,465
2021/7/30,460
2021/7/31,462
2021/8/1,459
2021/8/2,463
2021/8/3,457
2021/8/4,444
2021/8/5,438
2021/8/6,434
2021/8/7,438
2021/8/8,435
2021/8/9,442
2021/8/10,449
2021/8/11,474
2021/8/12,482
2021/8/13,491
2021/8/14,492
2021/8/15,498
2021/8/16,490
2021/8/17,491
2021/8/18,470
2021/8/19,477
2021/8/20,481
2021/8/21,483
2021/8/22,484
2021/8/23,488
2021/8/24,498
2021/8/25,522
2021/8/26,521
2021/8/27,521
2021/8/28,528
2021/8/29,530
2021/8/30,538
2021/8/31,541
2021/9/1,539
2021/9/2,538
2021/9/3,536
2021/9/4,535
2021/9/5,534
2021/9/6,537
2021/9/7,541
2021/9/8,541
2021/9/9,557
2021/9/10,575
2021/9/11,589
2021/9/12,610
2021/9/13,623
2021/9/14,631
2021/9/15,651
2021/9/16,658
2021/9/17,669
2021/9/18,675
2021/9/19,687
2021/9/20,691
2021/9/21,711
2021/9/22,687
2021/9/23,677
2021/9/24,700
2021/9/25,773
2021/9/26,800
2021/9/27,828
2021/9/28,851
2021/9/29,909
2021/9/30,952
2021/10/1,953
2021/10/2,892
2021/10/3,864
2021/10/4,835
2021/10/5,790
2021/10/6,738
2021/10/7,723
2021/10/8,702
2021/10/9,691
2021/10/10,669
2021/10/11,661
2021/10/12,655
2021/10/13,640
2021/10/14,627
2021/10/15,614
2021/10/16,595
2021/10/17,584
2021/10/18,562
2021/10/19,536
2021/10/20,525
2021/10/21,491
2021/10/22,467
2021/10/23,463
2021/10/24,465
2021/10/25,479
2021/10/26,497
2021/10/27,529
2021/10/28,570
2021/10/29,605
2021/10/30,627
2021/10/31,662
2021/11/1,689
2021/11/2,714
2021/11/3,753
2021/11/4,775
2021/11/5,805
2021/11/6,835
2021/11/7,848
2021/11/8,857
2021/11/9,866
2021/11/10,861
2021/11/11,869
2021/11/12,865
2021/11/13,878
2021/11/14,896
2021/11/15,918
2021/11/16,944
2021/11/17,1010
2021/11/18,1071
2021/11/19,1135
2021/11/20,1187
2021/11/21,1236
2021/11/22,1296
2021/11/23,1342
2021/11/24,1385
2021/11/25,1432
2021/11/26,1481
2021/11/27,1555
2021/11/28,1605
2021/11/29,1621
2021/11/30,1625
2021/12/1,1694
2021/12/2,1766
2021/12/3,1818
2021/12/4,1873
2021/12/5,1924
2021/12/6,1926
2021/12/7,2059
2021/12/8,2156
2021/12/9,2231
2021/12/10,2331
2021/12/11,2411
2021/12/12,2482
2021/12/13,2645
2021/12/14,2637
2021/12/15,2675
2021/12/16,2712
2021/12/17,2719
2021/12/18,2713
2021/12/19,2683
2021/12/20,2591
2021/12/21,2582
2021/12/22,2530
2021/12/23,2483
2021/12/24,2411
2021/12/25,2315
2021/12/26,2258
2021/12/27,2199
2021/12/28,2098
2021/12/29,1971
2021/12/30,1828
2021/12/31,1731
2022/1/1,1638
2022/1/2,1533
2022/1/3,1460
2022/1/4,1410
2022/1/5,1338
2022/1/6,1265
2022/1/7,1174
2022/1/8,1107
2022/1/9,1075
2022/1/10,1046
2022/1/11,1020
2022/1/12,974
2022/1/13,941
2022/1/14,927
2022/1/15,915
2022/1/16,910
2022/1/17,910
2022/1/18,911
2022/1/19,931
2022/1/20,986
2022/1/21,1074
2022/1/22,1171
2022/1/23,1281
2022/1/24,1409
2022/1/25,1546
2022/1/26,1824
2022/1/27,2120
2022/1/28,2468
2022/1/29,2841
2022/1/30,3196
2022/1/31,3555
2022/2/1,3898
2022/2/2,4046
2022/2/3,4301
2022/2/4,4611
2022/2/5,5240
2022/2/6,5759
2022/2/7,6145
2022/2/8,6399
2022/2/9,7467
2022/2/10,8417
2022/2/11,9185
2022/2/12,9842
2022/2/13,10414
2022/2/14,11080
2022/2/15,12015
2022/2/16,13043
2022/2/17,14159
2022/2/18,16175
2022/2/19,17602
2022/2/20,19070
2022/2/21,20279
2022/2/22,21614
2022/2/23,24841
2022/2/24,27339
2022/2/25,28762
2022/2/26,30711
2022/2/27,32604
2022/2/28,33741
2022/3/1,34610
2022/3/2,35390
2022/3/3,36320
2022/3/4,39699
2022/3/5,42037
2022/3/6,44052
2022/3/7,45706
2022/3/8,47077
2022/3/9,50975
2022/3/10,54286
2022/3/11,53905
2022/3/12,57797
2022/3/13,60420
2022/3/14,62884
2022/3/15,66966
2022/3/16,67989
2022/3/17,76774
2022/3/18,80400
2022/3/19,80640
2022/3/20,80360
2022/3/21,78112
2022/3/22,77962
2022/3/23,80780
2022/3/24,73551
2022/3/25,71401
2022/3/26,68815
2022/3/27,67856
2022/3/28,66874
2022/3/29,67025
2022/3/30,64267
2022/3/31,61750
2022/4/1,59575
2022/4/2,57383
2022/4/3,54949
2022/4/4,53050
2022/4/5,50968
2022/4/6,46771
2022/4/7,43880
2022/4/8,41665
2022/4/9,39329
2022/4/10,37443
2022/4/11,36494
2022/4/12,34783
2022/4/13,32018
2022/4/14,29888
2022/4/15,27779
2022/4/16,25750
2022/4/17,23737
2022/4/18,22750
2022/4/19,20222
2022/4/20,18114
2022/4/21,16717
2022/4/22,15538
2022/4/23,14713
2022/4/24,14081
2022/4/25,13712
2022/4/26,12532
2022/4/27,11560
2022/4/28,10691
2022/4/29,9911
2022/4/30,9070
2022/5/1,8368
2022/5/2,8066
2022/5/3,7374
2022/5/4,6791
2022/5/5,6439
2022/5/6,5849
2022/5/7,5876
2022/5/8,5949
2022/5/9,5959
2022/5/10,5877
2022/5/11,5701
2022/5/12,5565
2022/5/13,5791
2022/5/14,5523
2022/5/15,5244
2022/5/16,5097
2022/5/17,4775
2022/5/18,4609
2022/5/19,4447
2022/5/20,4295
2022/5/21,4127
2022/5/22,3967
2022/5/23,3899
2022/5/24,3669
2022/5/25,3460
2022/5/26,3207
2022/5/27,3053
2022/5/28,2866
2022/5/29,2739
2022/5/30,2726
2022/5/31,2593
2022/6/1,2499
2022/6/2,2361
2022/6/3,2277
2022/6/4,2273
2022/6/5,2230
2022/6/6,2176
2022/6/7,1835
2022/6/8,1792
2022/6/9,1819
2022/6/10,1690
2022/6/11,1566
2022/6/12,1486
2022/6/13,1475
2022/6/14,1590
2022/6/15,1456
2022/6/16,1390
2022/6/17,1353
2022/6/18,1332
2022/6/19,1325
2022/6/20,1333
2022/6/21,1373
2022/6/22,1385
2022/6/23,1390
2022/6/24,1436
2022/6/25,1481
2022/6/26,1510
2022/6/27,1493
2022/6/28,1554
2022/6/29,1654
2022/6/30,1755
2022/7/1,1860
2022/7/2,2035
2022/7/3,2196
2022/7/4,2276
2022/7/5,2604
2022/7/6,2931
2022/7/7,3259
2022/7/8,3582
2022/7/9,3885
2022/7/10,4285
2022/7/11,4493
2022/7/12,5155
2022/7/13,5812
2022/7/14,6537
2022/7/15,7157
2022/7/16,7808
2022/7/17,8283
2022/7/18,8608
2022/7/19,9840
2022/7/20,10959
2022/7/21,11960
2022/7/22,12878
2022/7/23,13645
2022/7/24,14393
2022/7/25,14545
2022/7/26,15263
2022/7/27,15674
2022/7/28,15888
2022/7/29,16192
2022/7/30,16439
2022/7/31,16488
2022/8/1,16682
2022/8/2,16903
2022/8/3,17323
2022/8/4,17618
2022/8/5,18089
2022/8/6,18603
2022/8/7,19205
2022/8/8,19283
2022/8/9,19978
2022/8/10,20413
2022/8/11,21025
2022/8/12,21315
2022/8/13,21558
2022/8/14,21732
2022/8/15,21787
2022/8/16,19442
2022/8/17,20365
2022/8/18,20916
2022/8/19,20660
2022/8/20,20391
2022/8/21,19985
2022/8/22,19863
2022/8/23,21666
2022/8/24,19959
2022/8/25,18439
2022/8/26,17685
2022/8/27,16916
2022/8/28,16389
2022/8/29,16155
2022/8/30,15404
2022/8/31,14738
2022/9/1,14110
2022/9/2,14083
2022/9/3,13983
2022/9/4,13824
2022/9/5,13762
2022/9/6,13528
2022/9/7,13332
2022/9/8,13295
2022/9/9,12831
2022/9/10,11715
2022/9/11,10697
2022/9/12,10836
2022/9/13,9517
2022/9/14,9924
2022/9/15,9745
2022/9/16,9304
2022/9/17,9530
2022/9/18,9696
2022/9/19,9254
2022/9/20,9280
2022/9/21,7848
2022/9/22,7039
2022/9/23,6525
2022/9/24,6237
2022/9/25,6083
2022/9/26,5959
2022/9/27,5791
2022/9/28,5757
2022/9/29,5773
2022/9/30,5797
2022/10/1,5788
2022/10/2,5775
2022/10/3,5730
2022/10/4,4950
2022/10/5,5029
2022/10/6,4922
2022/10/7,4712
2022/10/8,4480
2022/10/9,4303
2022/10/10,4228
2022/10/11,4223
2022/10/12,4098
2022/10/13,4060
2022/10/14,4134
2022/10/15,4222
2022/10/16,4313
2022/10/17,4373
2022/10/18,5013
2022/10/19,4884
2022/10/20,4908
2022/10/21,4940
2022/10/22,5145
2022/10/23,5287
2022/10/24,5360
2022/10/25,5722
2022/10/26,6008
2022/10/27,6213
2022/10/28,6558
2022/10/29,6781
2022/10/30,7000
2022/10/31,7095
2022/11/1,7517
2022/11/2,7950
2022/11/3,8335
2022/11/4,8506
2022/11/5,8581
2022/11/6,8646
2022/11/7,8678
2022/11/8,8841
2022/11/9,9062
2022/11/10,9280
2022/11/11,9598
2022/11/12,9988
2022/11/13,10287
2022/11/14,10334
2022/11/15,10531
2022/11/16,10531
2022/11/17,10498
2022/11/18,10332
2022/11/19,10231
2022/11/20,10166
2022/11/21,10192
2022/11/22,10202
2022/11/23,10348
2022/11/24,10435
2022/11/25,10570
2022/11/26,10576
2022/11/27,10627
2022/11/28,10623
2022/11/29,10607
2022/11/30,10434
2022/12/1,10373
2022/12/2,10345
2022/12/3,10374
2022/12/4,10283
2022/12/5,10301
2022/12/6,10425
2022/12/7,10633
2022/12/8,10768
2022/12/9,10962
2022/12/10,11151
2022/12/11,11305
2022/12/12,11303
2022/12/13,11492
2022/12/14,11696
2022/12/15,11818
2022/12/16,11897
2022/12/17,11999
2022/12/18,12148
2022/12/19,12188
2022/12/20,12262
2022/12/21,12318
2022/12/22,12477
2022/12/23,12478
2022/12/24,12432
2022/12/25,12412
2022/12/26,12326
2022/12/27,12398
2022/12/28,12429
2022/12/29,12351
2022/12/30,12245
2022/12/31,12177
2023/1/1,12104
2023/1/2,12063
2023/1/3,11812
2023/1/4,11546
2023/1/5,11276
2023/1/6,11096
2023/1/7,10856
2023/1/8,10546
2023/1/9,10481
2023/1/10,9792
2023/1/11,9166
2023/1/12,8658
2023/1/13,8199
2023/1/14,7732
2023/1/15,7436
2023/1/16,7335
2023/1/17,6822
2023/1/18,6408
2023/1/19,6058
2023/1/20,5745
2023/1/21,5533
2023/1/22,5042
2023/1/23,4942
2023/1/24,4025
2023/1/25,3532
2023/1/26,3720
2023/1/27,3731
2023/1/28,3574
2023/1/29,3661
2023/1/30,3587
2023/1/31,3811
2023/2/1,3824
2023/2/2,3263
2023/2/3,2901
2023/2/4,2669
2023/2/5,2579
2023/2/6,2564
2023/2/7,2471
2023/2/8,2418
2023/2/9,2357
2023/2/10,2331
2023/2/11,2311
2023/2/12,2286
2023/2/13,2276
2023/2/14,2227
2023/2/15,2180
2023/2/16,2154
2023/2/17,2115
2023/2/18,2070
2023/2/19,2039
2023/2/20,2033
2023/2/21,2005
2023/2/22,1974
2023/2/23,1950
2023/2/24,1931
2023/2/25,1923
2023/2/26,1903
2023/2/27,1892
2023/2/28,1866
2023/3/1,1859
2023/3/2,1728
2023/3/3,1776
2023/3/4,1817
2023/3/5,1852
2023/3/6,1867
2023/3/7,1927
2023/3/8,1948
2023/3/9,2082
2023/3/10,2064
2023/3/11,2030
2023/3/12,2004
2023/3/13,1998
2023/3/14,1948
2023/3/15,1929
2023/3/16,1907
2023/3/17,1881
2023/3/18,1874
2023/3/19,1880
2023/3/20,1880
2023/3/21,1942
2023/3/22,2001
2023/3/23,2070
2023/3/24,2099
2023/3/25,2148
2023/3/26,2196
2023/3/27,2208
2023/3/28,2247
2023/3/29,2283
2023/3/30,2322
2023/3/31,2363
2023/4/1,2400
2023/4/2,2428
2023/4/3,2438
2023/4/4,2505
2023/4/5,2559
2023/4/6,2580
2023/4/7,2606
2023/4/8,2615
2023/4/9,2599
2023/4/10,2596
2023/4/11,2582
2023/4/12,2603
2023/4/13,2594
2023/4/14,2643
2023/4/15,2691
2023/4/16,2736
2023/4/17,2769
2023/4/18,2895
2023/4/19,3002
2023/4/20,3125
2023/4/21,3192
2023/4/22,3280
2023/4/23,3331
2023/4/24,3326
2023/4/25,3294
2023/4/26,3290
2023/4/27,3296
2023/4/28,3312
2023/4/29,3331
2023/4/30,3385
2023/5/1,3398
2023/5/2,3372
2023/5/3,3503
2023/5/4,3675
2023/5/5,3826
2023/5/6,3643
2023/5/7,3703
2023/5/8,3779
2023/5/9,4033
2023/5/10,4103
2023/5/11,4093
2023/5/12,4162
2023/5/13,4475
2023/5/14,4535
2023/5/15,4504
2023/5/16,4569
2023/5/17,4629
2023/5/18,4659
2023/5/19,4588
2023/5/20,4559
2023/5/21,4561
2023/5/22,4538
2023/5/23,4419
2023/5/24,4314
2023/5/25,4225
2023/5/26,4165
2023/5/27,4123
2023/5/28,3864
2023/5/29,3881
2023/5/30,3591
2023/5/31,3687
2023/6/1,3849
2023/6/2,3919
2023/6/3,3929
2023/6/4,4125
2023/6/5,4094
2023/6/6,4295
2023/6/7,3839
2023/6/8,3738
2023/6/9,3733
2023/6/10,3692
2023/6/11,3657
2023/6/12,3613
2023/6/13,3616
2023/6/14,3819
2023/6/15,3656
2023/6/16,3495
2023/6/17,3438
2023/6/18,3396
2023/6/19,3422
2023/6/20,3379
2023/6/21,3387
2023/6/22,3351
2023/6/23,3346
2023/6/24,3342
2023/6/25,3360
2023/6/26,3373
2023/6/27,3432
2023/6/28,3482
2023/6/29,3571
2023/6/30,3618
2023/7/1,3674
2023/7/2,3695
2023/7/3,3693
2023/7/4,3794
2023/7/5,3896
2023/7/6,4004
2023/7/7,4195
2023/7/8,4374
2023/7/9,4512
2023/7/10,4547
2023/7/11,4681
2023/7/12,4836
2023/7/13,4927
2023/7/14,4973
2023/7/15,5059
2023/7/16,5132
2023/7/17,5190
2023/7/18,5456
2023/7/19,5712
2023/7/20,5996
2023/7/21,6314
2023/7/22,6604
2023/7/23,7026
2023/7/24,7092
2023/7/25,7355
2023/7/26,7636
2023/7/27,7884
2023/7/28,8051
2023/7/29,8197
2023/7/30,8220
2023/7/31,8275
2023/8/1,8513
2023/8/2,8766
2023/8/3,8879
2023/8/4,9096
2023/8/5,9220
2023/8/6,9295
2023/8/7,9349
2023/8/8,9412
2023/8/9,9432
2023/8/10,9475
2023/8/11,9309
2023/8/12,9157
2023/8/13,9096
2023/8/14,9058
2023/8/15,8635
2023/8/16,7749
2023/8/17,7723
2023/8/18,7760
2023/8/19,7731
2023/8/20,7611
2023/8/21,7554
2023/8/22,7596
2023/8/23,8017
2023/8/24,7597
2023/8/25,7222
2023/8/26,6990
2023/8/27,6802
2023/8/28,6742
2023/8/29,6572
2023/8/30,6379
2023/8/31,6577
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
