ds,y
2021/3/1,269 
2021/3/2,263 
2021/3/3,278 
2021/3/4,269 
2021/3/5,274 
2021/3/6,267 
2021/3/7,254 
2021/3/8,253 
2021/3/9,262 
2021/3/10,265 
2021/3/11,273 
2021/3/12,274 
2021/3/13,279 
2021/3/14,279 
2021/3/15,288 
2021/3/16,289 
2021/3/17,299 
2021/3/18,297 
2021/3/19,297 
2021/3/20,299 
2021/3/21,301 
2021/3/22,303 
2021/3/23,308 
2021/3/24,310 
2021/3/25,320 
2021/3/26,330 
2021/3/27,343 
2021/3/28,351 
2021/3/29,358 
2021/3/30,362 
2021/3/31,361 
2021/4/1,372 
2021/4/2,381 
2021/4/3,383 
2021/4/4,389 
2021/4/5,391 
2021/4/6,396 
2021/4/7,416 
2021/4/8,426 
2021/4/9,440 
2021/4/10,458 
2021/4/11,467 
2021/4/12,476 
2021/4/13,492 
2021/4/14,497 
2021/4/15,524 
2021/4/16,542 
2021/4/17,569 
2021/4/18,586 
2021/4/19,600 
2021/4/20,628 
2021/4/21,664 
2021/4/22,683 
2021/4/23,696 
2021/4/24,713 
2021/4/25,726 
2021/4/26,729 
2021/4/27,746 
2021/4/28,758 
2021/4/29,782 
2021/4/30,774 
2021/5/1,799 
2021/5/2,834 
2021/5/3,874 
2021/5/4,842 
2021/5/5,798 
2021/5/6,735 
2021/5/7,765 
2021/5/8,776 
2021/5/9,798 
2021/5/10,779 
2021/5/11,825 
2021/5/12,875 
2021/5/13,935 
2021/5/14,927 
2021/5/15,877 
2021/5/16,807 
2021/5/17,785 
2021/5/18,757 
2021/5/19,728 
2021/5/20,705 
2021/5/21,675 
2021/5/22,651 
2021/5/23,649 
2021/5/24,638 
2021/5/25,610 
2021/5/26,607 
2021/5/27,583 
2021/5/28,578 
2021/5/29,570 
2021/5/30,558 
2021/5/31,546 
2021/6/1,536 
2021/6/2,500 
2021/6/3,475 
2021/6/4,455 
2021/6/5,440 
2021/6/6,426 
2021/6/7,423 
2021/6/8,409 
2021/6/9,402 
2021/6/10,391 
2021/6/11,386 
2021/6/12,391 
2021/6/13,384 
2021/6/14,380 
2021/6/15,375 
2021/6/16,384 
2021/6/17,386 
2021/6/18,388 
2021/6/19,377 
2021/6/20,388 
2021/6/21,392 
2021/6/22,406 
2021/6/23,423 
2021/6/24,440 
2021/6/25,455 
2021/6/26,476 
2021/6/27,478 
2021/6/28,490 
2021/6/29,495 
2021/6/30,509 
2021/7/1,524 
2021/7/2,537 
2021/7/3,563 
2021/7/4,582 
2021/7/5,586 
2021/7/6,602 
2021/7/7,632 
2021/7/8,663 
2021/7/9,687 
2021/7/10,720 
2021/7/11,734 
2021/7/12,757 
2021/7/13,791 
2021/7/14,824 
2021/7/15,883 
2021/7/16,947 
2021/7/17,1012 
2021/7/18,1069 
2021/7/19,1101 
2021/7/20,1181 
2021/7/21,1280 
2021/7/22,1376 
2021/7/23,1390 
2021/7/24,1352 
2021/7/25,1463 
2021/7/26,1566 
2021/7/27,1780 
2021/7/28,1979 
2021/7/29,2256 
2021/7/30,2544 
2021/7/31,2972 
2021/8/1,3165 
2021/8/2,3284 
2021/8/3,3414 
2021/8/4,3568 
2021/8/5,3744 
2021/8/6,3930 
2021/8/7,4003 
2021/8/8,4146 
2021/8/9,4245 
2021/8/10,4099 
2021/8/11,4114 
2021/8/12,4112 
2021/8/13,4286 
2021/8/14,4372 
2021/8/15,4403 
2021/8/16,4424 
2021/8/17,4675 
2021/8/18,4838 
2021/8/19,4923 
2021/8/20,4869 
2021/8/21,4869 
2021/8/22,4882 
2021/8/23,4799 
2021/8/24,4769 
2021/8/25,4593 
2021/8/26,4458 
2021/8/27,4290 
2021/8/28,4067 
2021/8/29,3878 
2021/8/30,3797 
2021/8/31,3597 
2021/9/1,3431 
2021/9/2,3190 
2021/9/3,2931 
2021/9/4,2742 
2021/9/5,2561 
2021/9/6,2419 
2021/9/7,2234 
2021/9/8,2043 
2021/9/9,1840 
2021/9/10,1656 
2021/9/11,1500 
2021/9/12,1388 
2021/9/13,1337 
2021/9/14,1248 
2021/9/15,1136 
2021/9/16,1016 
2021/9/17,951 
2021/9/18,892 
2021/9/19,819 
2021/9/20,774 
2021/9/21,667 
2021/9/22,592 
2021/9/23,550 
2021/9/24,471 
2021/9/25,402 
2021/9/26,365 
2021/9/27,344 
2021/9/28,343 
2021/9/29,304 
2021/9/30,259 
2021/10/1,253 
2021/10/2,227 
2021/10/3,207 
2021/10/4,197 
2021/10/5,181 
2021/10/6,164 
2021/10/7,153 
2021/10/8,145 
2021/10/9,128 
2021/10/10,114 
2021/10/11,108 
2021/10/12,99 
2021/10/13,87 
2021/10/14,76 
2021/10/15,65 
2021/10/16,62 
2021/10/17,59 
2021/10/18,56 
2021/10/19,51 
2021/10/20,46 
2021/10/21,42 
2021/10/22,38 
2021/10/23,33 
2021/10/24,29 
2021/10/25,28 
2021/10/26,27 
2021/10/27,27 
2021/10/28,24 
2021/10/29,24 
2021/10/30,23 
2021/10/31,24 
2021/11/1,22 
2021/11/2,21 
2021/11/3,19 
2021/11/4,18 
2021/11/5,19 
2021/11/6,20 
2021/11/7,20 
2021/11/8,21 
2021/11/9,23 
2021/11/10,23 
2021/11/11,26 
2021/11/12,25 
2021/11/13,24 
2021/11/14,25 
2021/11/15,23 
2021/11/16,21 
2021/11/17,21 
2021/11/18,20 
2021/11/19,19 
2021/11/20,18 
2021/11/21,17 
2021/11/22,17 
2021/11/23,17 
2021/11/24,14 
2021/11/25,15 
2021/11/26,16 
2021/11/27,16 
2021/11/28,14 
2021/11/29,14 
2021/11/30,15 
2021/12/1,17 
2021/12/2,15 
2021/12/3,14 
2021/12/4,15 
2021/12/5,16 
2021/12/6,16 
2021/12/7,16 
2021/12/8,16 
2021/12/9,17 
2021/12/10,18 
2021/12/11,18 
2021/12/12,17 
2021/12/13,17 
2021/12/14,18 
2021/12/15,19 
2021/12/16,21 
2021/12/17,20 
2021/12/18,22 
2021/12/19,24 
2021/12/20,25 
2021/12/21,27 
2021/12/22,29 
2021/12/23,30 
2021/12/24,32 
2021/12/25,34 
2021/12/26,35 
2021/12/27,39 
2021/12/28,40 
2021/12/29,45 
2021/12/30,49 
2021/12/31,54 
2022/1/1,60 
2022/1/2,66 
2022/1/3,76 
2022/1/4,91 
2022/1/5,136 
2022/1/6,218 
2022/1/7,339 
2022/1/8,502 
2022/1/9,665 
2022/1/10,775 
2022/1/11,890 
2022/1/12,1149 
2022/1/13,1503 
2022/1/14,1950 
2022/1/15,2427 
2022/1/16,2848 
2022/1/17,3255 
2022/1/18,3859 
2022/1/19,4598 
2022/1/20,5386 
2022/1/21,6193 
2022/1/22,7145 
2022/1/23,7902 
2022/1/24,8585 
2022/1/25,9675 
2022/1/26,10633 
2022/1/27,11762 
2022/1/28,12895 
2022/1/29,13782 
2022/1/30,14700 
2022/1/31,15164 
2022/2/1,15397 
2022/2/2,16467 
2022/2/3,17059 
2022/2/4,17368 
2022/2/5,17895 
2022/2/6,18128 
2022/2/7,18194 
2022/2/8,18575 
2022/2/9,18105 
2022/2/10,17850 
2022/2/11,17687 
2022/2/12,16350 
2022/2/13,15714 
2022/2/14,15446 
2022/2/15,15219 
2022/2/16,15083 
2022/2/17,14936 
2022/2/18,14575 
2022/2/19,14825 
2022/2/20,14805 
2022/2/21,14586 
2022/2/22,14003 
2022/2/23,13608 
2022/2/24,12509 
2022/2/25,11794 
2022/2/26,11515 
2022/2/27,11142 
2022/2/28,11260 
2022/3/1,11313 
2022/3/2,11045 
2022/3/3,11342 
2022/3/4,11256 
2022/3/5,11148 
2022/3/6,11000 
2022/3/7,10392 
2022/3/8,9979 
2022/3/9,9712 
2022/3/10,9402 
2022/3/11,9109 
2022/3/12,8874 
2022/3/13,8709 
2022/3/14,8632 
2022/3/15,8476 
2022/3/16,8390 
2022/3/17,8159 
2022/3/18,8068 
2022/3/19,7822 
2022/3/20,7589 
2022/3/21,7449 
2022/3/22,6834 
2022/3/23,6293 
2022/3/24,6352 
2022/3/25,6275 
2022/3/26,6275 
2022/3/27,6467 
2022/3/28,6565 
2022/3/29,7181 
2022/3/30,7623 
2022/3/31,7530 
2022/4/1,7629 
2022/4/2,7622 
2022/4/3,7630 
2022/4/4,7607 
2022/4/5,7482 
2022/4/6,7358 
2022/4/7,7433 
2022/4/8,7452 
2022/4/9,7553 
2022/4/10,7571 
2022/4/11,7596 
2022/4/12,7590 
2022/4/13,7533 
2022/4/14,7502 
2022/4/15,7310 
2022/4/16,7124 
2022/4/17,6723 
2022/4/18,6568 
2022/4/19,6377 
2022/4/20,6166 
2022/4/21,5905 
2022/4/22,5709 
2022/4/23,5508 
2022/4/24,5467 
2022/4/25,5419 
2022/4/26,5342 
2022/4/27,5239 
2022/4/28,5051 
2022/4/29,4836 
2022/4/30,4492 
2022/5/1,4238 
2022/5/2,4133 
2022/5/3,3891 
2022/5/4,3455 
2022/5/5,3016 
2022/5/6,2843 
2022/5/7,2961 
2022/5/8,3183 
2022/5/9,3270 
2022/5/10,3426 
2022/5/11,3678 
2022/5/12,3949 
2022/5/13,4153 
2022/5/14,4152 
2022/5/15,3957 
2022/5/16,3866 
2022/5/17,3754 
2022/5/18,3695 
2022/5/19,3689 
2022/5/20,3612 
2022/5/21,3565 
2022/5/22,3560 
2022/5/23,3510 
2022/5/24,3454 
2022/5/25,3393 
2022/5/26,3281 
2022/5/27,3147 
2022/5/28,3016 
2022/5/29,2856 
2022/5/30,2758 
2022/5/31,2628 
2022/6/1,2412 
2022/6/2,2261 
2022/6/3,2187 
2022/6/4,2119 
2022/6/5,2032 
2022/6/6,1984 
2022/6/7,1904 
2022/6/8,1836 
2022/6/9,1770 
2022/6/10,1697 
2022/6/11,1619 
2022/6/12,1614 
2022/6/13,1606 
2022/6/14,1567 
2022/6/15,1579 
2022/6/16,1571 
2022/6/17,1570 
2022/6/18,1592 
2022/6/19,1603 
2022/6/20,1620 
2022/6/21,1682 
2022/6/22,1727 
2022/6/23,1811 
2022/6/24,1895 
2022/6/25,1963 
2022/6/26,2018 
2022/6/27,2081 
2022/6/28,2160 
2022/6/29,2370 
2022/6/30,2543 
2022/7/1,2738 
2022/7/2,2946 
2022/7/3,3201 
2022/7/4,3380 
2022/7/5,3778 
2022/7/6,4427 
2022/7/7,5128 
2022/7/8,5875 
2022/7/9,6746 
2022/7/10,7560 
2022/7/11,8054 
2022/7/12,8941 
2022/7/13,10161 
2022/7/14,11322 
2022/7/15,12791 
2022/7/16,14106 
2022/7/17,15293 
2022/7/18,16216 
2022/7/19,16146 
2022/7/20,16649 
2022/7/21,18823 
2022/7/22,21100 
2022/7/23,23068 
2022/7/24,24543 
2022/7/25,25927 
2022/7/26,28866 
2022/7/27,30100 
2022/7/28,31318 
2022/7/29,31578 
2022/7/30,31688 
2022/7/31,32178 
2022/8/1,32116 
2022/8/2,32009 
2022/8/3,33424 
2022/8/4,32700 
2022/8/5,32836 
2022/8/6,32480 
2022/8/7,31733 
2022/8/8,31151 
2022/8/9,30904 
2022/8/10,30233 
2022/8/11,29648 
2022/8/12,27168 
2022/8/13,26139 
2022/8/14,25629 
2022/8/15,26379 
2022/8/16,25579 
2022/8/17,24889 
2022/8/18,24347 
2022/8/19,25386 
2022/8/20,25601 
2022/8/21,25893 
2022/8/22,24743 
2022/8/23,24494 
2022/8/24,23926 
2022/8/25,23309 
2022/8/26,21987 
2022/8/27,20822 
2022/8/28,19544 
2022/8/29,18801 
2022/8/30,17722 
2022/8/31,16291 
2022/9/1,15052 
2022/9/2,14193 
2022/9/3,13541 
2022/9/4,12655 
2022/9/5,12286 
2022/9/6,11610 
2022/9/7,11344 
2022/9/8,10800 
2022/9/9,10347 
2022/9/10,9979 
2022/9/11,9710 
2022/9/12,9475 
2022/9/13,9385 
2022/9/14,8960 
2022/9/15,8701 
2022/9/16,8614 
2022/9/17,8333 
2022/9/18,8380 
2022/9/19,8153 
2022/9/20,7430 
2022/9/21,6925 
2022/9/22,6929 
2022/9/23,6775 
2022/9/24,6323 
2022/9/25,5972 
2022/9/26,6293 
2022/9/27,6501 
2022/9/28,6254 
2022/9/29,5708 
2022/9/30,5088 
2022/10/1,4942 
2022/10/2,4556 
2022/10/3,3893 
2022/10/4,3759 
2022/10/5,3579 
2022/10/6,3295 
2022/10/7,3343 
2022/10/8,3167 
2022/10/9,3070 
2022/10/10,3027 
2022/10/11,2627 
2022/10/12,2730 
2022/10/13,2915 
2022/10/14,2907 
2022/10/15,2997 
2022/10/16,3065 
2022/10/17,3095 
2022/10/18,3482 
2022/10/19,3399 
2022/10/20,3277 
2022/10/21,3184 
2022/10/22,3183 
2022/10/23,3196 
2022/10/24,3217 
2022/10/25,3287 
2022/10/26,3307 
2022/10/27,3372 
2022/10/28,3469 
2022/10/29,3596 
2022/10/30,3724 
2022/10/31,3765 
2022/11/1,4025 
2022/11/2,4310 
2022/11/3,4705 
2022/11/4,4644 
2022/11/5,5193 
2022/11/6,5561 
2022/11/7,5773 
2022/11/8,6079 
2022/11/9,6460 
2022/11/10,6641 
2022/11/11,7327 
2022/11/12,7335 
2022/11/13,7428 
2022/11/14,7502 
2022/11/15,7863 
2022/11/16,8021 
2022/11/17,8276 
2022/11/18,8332 
2022/11/19,8537 
2022/11/20,8659 
2022/11/21,8744 
2022/11/22,8967 
2022/11/23,9358 
2022/11/24,8770 
2022/11/25,9434 
2022/11/26,10021 
2022/11/27,10388 
2022/11/28,10553 
2022/11/29,10827 
2022/11/30,11048 
2022/12/1,12005 
2022/12/2,11763 
2022/12/3,11727 
2022/12/4,11743 
2022/12/5,11688 
2022/12/6,11806 
2022/12/7,11884 
2022/12/8,12137 
2022/12/9,12467 
2022/12/10,12644 
2022/12/11,12888 
2022/12/12,13125 
2022/12/13,13739 
2022/12/14,14291 
2022/12/15,14803 
2022/12/16,15191 
2022/12/17,15543 
2022/12/18,15755 
2022/12/19,15884 
2022/12/20,15986 
2022/12/21,16325 
2022/12/22,16487 
2022/12/23,16638 
2022/12/24,16882 
2022/12/25,17133 
2022/12/26,17202 
2022/12/27,17423 
2022/12/28,17288 
2022/12/29,17224 
2022/12/30,16823 
2022/12/31,15746 
2023/1/1,14858 
2023/1/2,14731 
2023/1/3,12957 
2023/1/4,11573 
2023/1/5,11911 
2023/1/6,12796 
2023/1/7,14002 
2023/1/8,14850 
2023/1/9,14945 
2023/1/10,14633 
2023/1/11,15521 
2023/1/12,14476 
2023/1/13,13122 
2023/1/14,11851 
2023/1/15,10871 
2023/1/16,10333 
2023/1/17,10856 
2023/1/18,9772 
2023/1/19,8957 
2023/1/20,8294 
2023/1/21,7705 
2023/1/22,7254 
2023/1/23,7003 
2023/1/24,6458 
2023/1/25,5994 
2023/1/26,5614 
2023/1/27,5285 
2023/1/28,4986 
2023/1/29,4745 
2023/1/30,4623 
2023/1/31,4273 
2023/2/1,3999 
2023/2/2,3776 
2023/2/3,3582 
2023/2/4,3365 
2023/2/5,3202 
2023/2/6,3100 
2023/2/7,2853 
2023/2/8,2653 
2023/2/9,2463 
2023/2/10,2317 
2023/2/11,2140 
2023/2/12,1928 
2023/2/13,1886 
2023/2/14,1757 
2023/2/15,1649 
2023/2/16,1547 
2023/2/17,1454 
2023/2/18,1367 
2023/2/19,1395 
2023/2/20,1352 
2023/2/21,1240 
2023/2/22,1146 
2023/2/23,1091 
2023/2/24,970 
2023/2/25,976 
2023/2/26,950 
2023/2/27,930 
2023/2/28,891 
2023/3/1,867 
2023/3/2,850 
2023/3/3,894 
2023/3/4,839 
2023/3/5,824 
2023/3/6,819 
2023/3/7,791 
2023/3/8,777 
2023/3/9,754 
2023/3/10,760 
2023/3/11,762 
2023/3/12,748 
2023/3/13,744 
2023/3/14,744 
2023/3/15,729 
2023/3/16,712 
2023/3/17,691 
2023/3/18,666 
2023/3/19,658 
2023/3/20,652 
2023/3/21,636 
2023/3/22,572 
2023/3/23,605 
2023/3/24,642 
2023/3/25,676 
2023/3/26,693 
2023/3/27,705 
2023/3/28,723 
2023/3/29,813 
2023/3/30,820 
2023/3/31,814 
2023/4/1,832 
2023/4/2,850 
2023/4/3,859 
2023/4/4,910 
2023/4/5,939 
2023/4/6,961 
2023/4/7,1001 
2023/4/8,1039 
2023/4/9,1063 
2023/4/10,1068 
2023/4/11,1087 
2023/4/12,1106 
2023/4/13,1116 
2023/4/14,1128 
2023/4/15,1119 
2023/4/16,1109 
2023/4/17,1112 
2023/4/18,1141 
2023/4/19,1167 
2023/4/20,1205 
2023/4/21,1237 
2023/4/22,1277 
2023/4/23,1313 
2023/4/24,1327 
2023/4/25,1357 
2023/4/26,1390 
2023/4/27,1421 
2023/4/28,1445 
2023/4/29,1508 
2023/4/30,1485 
2023/5/1,1523 
2023/5/2,1622 
2023/5/3,1685 
2023/5/4,1589 
2023/5/5,1488 
2023/5/6,1367 
2023/5/7,1562 
2023/5/8,1633 
2023/5/9,1734 
2023/5/10,2137 
2023/5/11,2540 
2023/5/12,2943 
2023/5/13,3346 
2023/5/14,4151 
2023/5/15,4275 
2023/5/16,4399 
2023/5/17,4523 
2023/5/18,4647 
2023/5/19,4771 
2023/5/20,4895 
2023/5/21,5019 
2023/5/22,4975 
2023/5/23,4930 
2023/5/24,4886 
2023/5/25,4842 
2023/5/26,4798 
2023/5/27,4753 
2023/5/28,4709 
2023/5/29,4677 
2023/5/30,4644 
2023/5/31,4612 
2023/6/1,4579 
2023/6/2,4547 
2023/6/3,4514 
2023/6/4,4482 
2023/6/5,4730 
2023/6/6,4977 
2023/6/7,5225 
2023/6/8,5473 
2023/6/9,5721 
2023/6/10,5969 
2023/6/11,6217 
2023/6/12,6190 
2023/6/13,6164 
2023/6/14,6137 
2023/6/15,6110 
2023/6/16,6084 
2023/6/17,6057 
2023/6/18,6031 
2023/6/19,6022 
2023/6/20,6013 
2023/6/21,6004 
2023/6/22,5995 
2023/6/23,5987 
2023/6/24,5978 
2023/6/25,5969 
2023/6/26,5984 
2023/6/27,5998 
2023/6/28,6013 
2023/6/29,6028 
2023/6/30,6043 
2023/7/1,6057 
2023/7/2,6072 
2023/7/3,6161 
2023/7/4,6249 
2023/7/5,6338 
2023/7/6,6426 
2023/7/7,6515 
2023/7/8,6603 
2023/7/9,6692 
2023/7/10,6969 
2023/7/11,7246 
2023/7/12,7524 
2023/7/13,7801 
2023/7/14,8078 
2023/7/15,8356 
2023/7/16,8633 
2023/7/17,9005 
2023/7/18,9377 
2023/7/19,9748 
2023/7/20,10120 
2023/7/21,10492 
2023/7/22,10864 
2023/7/23,11236 
2023/7/24,11197 
2023/7/25,11159 
2023/7/26,11120 
2023/7/27,11082 
2023/7/28,11044 
2023/7/29,11005 
2023/7/30,10967 
2023/7/31,10819 
2023/8/1,10672 
2023/8/2,10524 
2023/8/3,10377 
2023/8/4,10229 
2023/8/5,10082 
2023/8/6,9934 
2023/8/7,10406 
2023/8/8,10879 
2023/8/9,11351 
2023/8/10,11823 
2023/8/11,12295 
2023/8/12,12767 
2023/8/13,13239 
2023/8/14,13401 
2023/8/15,13563 
2023/8/16,13726 
2023/8/17,13888 
2023/8/18,14050 
2023/8/19,14213 
2023/8/20,14375 
2023/8/21,14416 
2023/8/22,14457 
2023/8/23,14499 
2023/8/24,14540 
2023/8/25,14581 
2023/8/26,14623 
2023/8/27,14664 
2023/8/28,14573 
2023/8/29,14481 
2023/8/30,14390 
2023/8/31,14298 
2023/9/1,14207 
2023/9/2,14115 
2023/9/3,14024 
2023/9/4,13841 
2023/9/5,13658 
2023/9/6,13475 
2023/9/7,13292 
2023/9/8,13109 
2023/9/9,12926 
2023/9/10,12743 
2023/9/11,12566 
2023/9/12,12389 
2023/9/13,12212 
2023/9/14,12035 
2023/9/15,11858 
2023/9/16,11681 
2023/9/17,11504 
2023/9/18,11286 
2023/9/19,11067 
2023/9/20,10849 
2023/9/21,10631 
2023/9/22,10412 
2023/9/23,10194 
2023/9/24,9976 
2020/11/25,17368 
2020/11/26,18695 
2020/11/27,25358 
2020/11/28,27364 
2020/11/29,19396 
2020/11/30,18368 
2020/12/1,16318 
2020/12/2,19290 
2020/12/3,20555 
2020/12/4,27184 
2020/12/5,27551 
2020/12/6,22025 
2020/12/7,17093 
2020/12/8,20508 
2020/12/9,23992 
2020/12/10,23428 
2020/12/11,30036 
2020/12/12,34804 
2020/12/13,23867 
2020/12/14,20582 
2020/12/15,21098 
2020/12/16,26100 
2020/12/17,26301 
2020/12/18,32398 
2020/12/19,35662 
2020/12/20,30891 
2020/12/21,28547 
2020/12/22,25065 
2020/12/23,38391 
2020/12/24,32144 
2020/12/25,20661 
2020/12/26,34268 
2020/12/27,19309 
2020/12/28,24344 
2020/12/29,26306 
2020/12/30,25014 
2020/12/31,23002 
2021/1/1,17224 
2021/1/2,16387 
2021/1/3,13408 
2021/1/4,14202 
2021/1/5,14931 
2021/1/6,17022 
2021/1/7,17749 
2021/1/8,18897 
2021/1/9,19547 
2021/1/10,13133 
2021/1/11,11894 
2021/1/12,17841 
2021/1/13,16690 
2021/1/14,18948 
2021/1/15,19667 
2021/1/16,22618 
2021/1/17,19367 
2021/1/18,18286 
